"name","month","dnoc","bugfixes"
"dev31","2006-03",1,0
"dev32","2006-03",3,2
"dev58","2006-04",30,6
"dev4","2006-04",87,21
"dev30","2006-04",26,7
"dev65","2006-04",12,3
"dev22","2006-04",18,17
"dev26","2006-04",53,18
"dev20","2006-04",36,5
"dev63","2006-04",4,1
"dev27","2006-04",2,2
"dev29","2006-04",1,1
"dev31","2006-04",8,3
"dev62","2006-04",3,0
"dev61","2006-04",1,0
"dev58","2006-05",18,4
"dev22","2006-05",65,28
"dev26","2006-05",59,13
"dev20","2006-05",48,11
"dev65","2006-05",16,12
"dev4","2006-05",57,17
"dev30","2006-05",14,1
"dev31","2006-05",4,1
"dev62","2006-05",3,0
"dev63","2006-05",1,2
"dev25","2006-05",13,0
"dev27","2006-05",2,1
"dev32","2006-05",11,3
"dev27","2006-06",2,2
"dev30","2006-06",37,7
"dev4","2006-06",82,41
"dev20","2006-06",59,17
"dev65","2006-06",10,13
"dev63","2006-06",6,2
"dev31","2006-06",20,8
"dev26","2006-06",3,2
"dev62","2006-06",1,0
"dev22","2006-06",8,7
"dev29","2006-06",1,0
"dev4","2006-07",70,19
"dev20","2006-07",60,12
"dev63","2006-07",8,0
"dev62","2006-07",8,1
"dev26","2006-07",59,24
"dev30","2006-07",34,8
"dev22","2006-07",27,15
"dev65","2006-07",5,6
"dev31","2006-07",31,6
"dev25","2006-07",1,1
"dev27","2006-07",6,6
"dev23","2006-07",15,13
"dev4","2006-08",30,4
"dev23","2006-08",22,8
"dev22","2006-08",40,29
"dev26","2006-08",57,7
"dev30","2006-08",17,1
"dev27","2006-08",0,1
"dev62","2006-08",3,0
"dev31","2006-08",22,8
"dev65","2006-08",7,4
"dev20","2006-08",11,3
"dev31","2006-09",7,5
"dev4","2006-09",15,14
"dev23","2006-09",3,3
"dev20","2006-09",33,12
"dev30","2006-09",28,10
"dev22","2006-09",10,5
"dev63","2006-09",1,1
"dev26","2006-09",14,4
"dev65","2006-09",10,8
"dev62","2006-09",1,1
"dev25","2006-09",1,0
"dev21","2006-09",20,4
"dev29","2006-09",1,0
"dev61","2006-09",2,0
"dev27","2006-09",0,1
"dev23","2006-10",6,2
"dev30","2006-10",27,10
"dev26","2006-10",66,12
"dev22","2006-10",9,7
"dev20","2006-10",8,8
"dev27","2006-10",1,0
"dev21","2006-10",3,0
"dev62","2006-10",1,0
"dev65","2006-10",3,2
"dev29","2006-10",0,1
"dev4","2006-10",7,1
"dev21","2006-11",9,7
"dev30","2006-11",19,6
"dev23","2006-11",20,5
"dev4","2006-11",29,15
"dev20","2006-11",37,9
"dev67","2006-11",0,1
"dev26","2006-11",20,9
"dev22","2006-11",6,5
"dev61","2006-11",1,0
"dev63","2006-11",1,0
"dev4","2006-12",24,17
"dev26","2006-12",44,7
"dev22","2006-12",11,2
"dev23","2006-12",12,1
"dev27","2006-12",0,1
"dev30","2006-12",20,6
"dev21","2006-12",4,2
"dev65","2006-12",15,3
"dev64","2006-12",7,5
"dev63","2006-12",0,1
"dev22","2007-01",4,5
"dev26","2007-01",56,4
"dev65","2007-01",16,6
"dev4","2007-01",17,5
"dev23","2007-01",14,7
"dev30","2007-01",6,5
"dev27","2007-01",1,0
"dev63","2007-01",9,2
"dev64","2007-01",1,0
"dev31","2007-01",1,2
"dev20","2007-01",5,1
"dev21","2007-01",4,0
"dev61","2007-01",1,0
"dev23","2007-02",73,37
"dev31","2007-02",29,7
"dev26","2007-02",38,5
"dev61","2007-02",3,0
"dev4","2007-02",80,37
"dev22","2007-02",5,8
"dev30","2007-02",136,8
"dev63","2007-02",11,0
"dev22","2007-03",13,13
"dev28","2007-03",90,23
"dev4","2007-03",48,14
"dev26","2007-03",2,1
"dev30","2007-03",22,1
"dev4","2007-04",59,12
"dev28","2007-04",51,11
"dev22","2007-04",6,7
"dev28","2007-05",4,0
"dev4","2007-05",79,15
"dev22","2007-05",17,8
"dev20","2007-05",21,5
"dev62","2007-05",10,0
"dev4","2007-06",17,7
"dev62","2007-06",15,0
"dev31","2007-06",15,0
"dev22","2007-06",26,6
"dev20","2007-06",29,6
"dev20","2007-07",25,6
"dev4","2007-07",75,13
"dev64","2007-07",3,2
"dev62","2007-07",10,2
"dev23","2007-07",47,5
"dev22","2007-07",46,4
"dev4","2007-08",18,7
"dev62","2007-08",4,3
"dev20","2007-08",25,2
"dev22","2007-08",11,6
"dev22","2007-09",13,6
"dev23","2007-09",13,3
"dev27","2007-09",3,1
"dev20","2007-09",63,5
"dev26","2007-10",7,0
"dev20","2007-10",0,1
"dev22","2007-11",11,8
"dev26","2007-11",4,1
"dev20","2007-11",56,11
"dev26","2007-12",2,1
"dev22","2007-12",5,5
"dev26","2008-01",1,0
"dev22","2008-01",10,5
"dev22","2008-02",8,1
"dev28","2008-03",137,27
"dev61","2008-03",5,2
"dev27","2008-03",8,6
"dev64","2008-03",8,1
"dev21","2008-03",98,27
"dev64","2008-04",3,0
"dev62","2008-04",17,7
"dev28","2008-04",71,12
"dev26","2008-04",0,1
"dev22","2008-08",44,26
"dev67","2007-02",47,14
"dev20","2007-02",32,3
"dev21","2007-02",23,2
"dev62","2007-02",1,1
"dev28","2007-02",24,7
"dev67","2007-03",9,3
"dev21","2007-03",48,5
"dev23","2007-03",45,6
"dev20","2007-03",18,0
"dev62","2007-03",1,0
"dev31","2007-03",2,0
"dev27","2007-03",1,0
"dev63","2007-03",1,1
"dev67","2007-04",5,0
"dev23","2007-04",54,12
"dev21","2007-04",36,10
"dev20","2007-04",8,1
"dev31","2007-04",2,0
"dev58","2007-04",1,0
"dev67","2007-05",3,0
"dev21","2007-05",36,8
"dev23","2007-05",62,30
"dev31","2007-05",11,1
"dev23","2007-06",42,8
"dev67","2007-06",5,2
"dev21","2007-06",13,0
"dev29","2007-06",12,1
"dev28","2007-06",1,0
"dev31","2007-07",23,7
"dev26","2007-07",6,1
"dev21","2007-07",40,11
"dev29","2007-07",8,3
"dev27","2007-07",11,2
"dev28","2007-07",9,2
"dev67","2007-07",6,1
"dev29","2007-08",29,17
"dev31","2007-08",4,1
"dev27","2007-08",7,2
"dev21","2007-08",13,1
"dev23","2007-08",14,2
"dev67","2007-08",2,2
"dev26","2007-08",3,0
"dev28","2007-08",14,4
"dev28","2007-09",51,4
"dev21","2007-09",85,9
"dev4","2007-09",16,2
"dev29","2007-09",3,2
"dev31","2007-09",6,0
"dev28","2007-10",41,7
"dev21","2007-10",38,10
"dev29","2007-10",10,3
"dev23","2007-10",35,8
"dev4","2007-10",2,0
"dev22","2007-10",24,10
"dev67","2007-10",2,0
"dev62","2007-10",1,0
"dev23","2007-11",51,14
"dev28","2007-11",38,8
"dev21","2007-11",29,9
"dev29","2007-11",20,6
"dev67","2007-11",1,0
"dev62","2007-11",4,0
"dev4","2007-11",2,1
"dev60","2007-11",8,0
"dev63","2007-11",1,0
"dev31","2007-11",1,0
"dev23","2007-12",7,0
"dev28","2007-12",19,13
"dev21","2007-12",31,9
"dev4","2007-12",2,3
"dev20","2007-12",1,0
"dev31","2007-12",2,2
"dev27","2007-12",22,2
"dev67","2007-12",6,0
"dev62","2007-12",3,1
"dev29","2007-12",15,11
"dev62","2008-01",21,4
"dev21","2008-01",15,6
"dev67","2008-01",0,1
"dev31","2008-01",3,1
"dev28","2008-01",22,8
"dev25","2008-01",3,1
"dev27","2008-01",3,0
"dev27","2008-02",7,2
"dev21","2008-02",86,22
"dev62","2008-02",9,6
"dev28","2008-02",8,2
"dev67","2008-02",1,2
"dev23","2008-02",45,7
"dev4","2008-02",9,2
"dev23","2008-03",27,9
"dev62","2008-03",14,10
"dev4","2008-03",48,5
"dev31","2008-03",3,1
"dev20","2008-03",1,0
"dev21","2008-04",60,11
"dev20","2008-04",43,8
"dev23","2008-04",45,7
"dev4","2008-04",24,14
"dev27","2008-04",5,1
"dev29","2008-04",1,1
"dev22","2008-04",19,3
"dev28","2008-05",68,11
"dev20","2008-05",1,0
"dev21","2008-05",92,16
"dev22","2008-05",5,0
"dev23","2008-05",13,5
"dev4","2008-05",39,10
"dev62","2008-05",79,12
"dev29","2008-05",13,5
"dev31","2008-05",1,2
"dev67","2008-05",3,0
"dev60","2008-05",6,2
"dev56","2008-05",7,0
"dev61","2008-05",1,1
"dev59","2008-05",1,3
"dev21","2008-06",44,9
"dev23","2008-06",17,4
"dev67","2008-06",5,2
"dev4","2008-06",81,24
"dev60","2008-06",64,16
"dev22","2008-06",9,7
"dev56","2008-06",19,2
"dev61","2008-06",2,2
"dev27","2008-06",10,1
"dev31","2008-06",9,7
"dev20","2008-06",39,17
"dev62","2008-06",13,6
"dev59","2008-06",2,2
"dev28","2008-06",15,2
"dev68","2008-06",31,1
"dev33","2008-06",1,0
"dev60","2008-07",40,9
"dev68","2008-07",71,28
"dev4","2008-07",166,26
"dev21","2008-07",48,20
"dev20","2008-07",42,11
"dev33","2008-07",31,12
"dev28","2008-07",12,0
"dev22","2008-07",12,3
"dev59","2008-07",7,0
"dev67","2008-07",2,3
"dev31","2008-07",18,8
"dev23","2008-07",11,2
"dev56","2008-07",64,7
"dev62","2008-07",1,0
"dev27","2008-07",4,2
"dev31","2008-08",17,9
"dev4","2008-08",55,15
"dev27","2008-08",5,2
"dev33","2008-08",13,6
"dev56","2008-08",12,1
"dev23","2008-08",10,3
"dev28","2008-08",40,9
"dev67","2008-08",5,0
"dev21","2008-08",36,18
"dev68","2008-08",9,6
"dev29","2008-08",19,4
"dev20","2008-08",38,10
"dev65","2008-08",6,2
"dev60","2008-08",12,8
"dev61","2008-08",6,2
"dev59","2008-08",7,4
"dev29","2008-09",43,10
"dev60","2008-09",0,2
"dev68","2008-09",11,10
"dev4","2008-09",66,18
"dev67","2008-09",2,0
"dev27","2008-09",7,1
"dev20","2008-09",107,36
"dev61","2008-09",4,1
"dev56","2008-09",9,5
"dev22","2008-09",17,8
"dev31","2008-09",2,5
"dev21","2008-09",43,5
"dev33","2008-09",0,1
"dev23","2008-09",9,1
"dev59","2008-09",0,1
"dev4","2008-10",78,41
"dev20","2008-10",145,31
"dev29","2008-10",7,5
"dev33","2008-10",12,6
"dev56","2008-10",13,3
"dev60","2008-10",13,7
"dev21","2008-10",48,10
"dev23","2008-10",1,1
"dev22","2008-10",7,8
"dev67","2008-10",2,0
"dev64","2008-10",17,5
"dev61","2008-10",13,1
"dev27","2008-10",4,1
"dev68","2008-10",2,2
"dev28","2008-10",5,2
"dev59","2008-10",1,0
"dev4","2008-11",93,33
"dev27","2008-11",7,3
"dev20","2008-11",93,25
"dev61","2008-11",7,0
"dev21","2008-11",58,18
"dev59","2008-11",4,1
"dev64","2008-11",26,0
"dev60","2008-11",9,5
"dev22","2008-11",13,3
"dev29","2008-11",38,13
"dev33","2008-11",8,9
"dev68","2008-11",12,6
"dev56","2008-11",8,2
"dev28","2008-11",3,3
"dev20","2008-12",44,21
"dev64","2008-12",8,5
"dev27","2008-12",5,6
"dev60","2008-12",7,5
"dev59","2008-12",5,2
"dev21","2008-12",50,14
"dev29","2008-12",23,6
"dev4","2008-12",37,18
"dev33","2008-12",8,5
"dev56","2008-12",40,5
"dev22","2008-12",6,5
"dev62","2008-12",0,1
"dev28","2008-12",42,5
"dev61","2008-12",1,0
"dev67","2008-12",1,1
"dev23","2008-12",4,3
"dev4","2009-01",36,18
"dev61","2009-01",10,1
"dev31","2009-01",2,10
"dev20","2009-01",14,6
"dev56","2009-01",5,1
"dev26","2009-01",4,0
"dev27","2009-01",34,6
"dev60","2009-01",31,6
"dev28","2009-02",25,21
"dev27","2009-02",8,4
"dev29","2009-02",39,12
"dev21","2009-03",48,10
"dev21","2009-01",68,17
"dev29","2009-01",46,12
"dev59","2009-01",17,5
"dev33","2009-01",3,3
"dev64","2009-01",2,2
"dev67","2009-01",4,0
"dev28","2009-01",1,0
"dev60","2009-02",15,3
"dev4","2009-02",30,20
"dev21","2009-02",74,22
"dev33","2009-02",1,2
"dev22","2009-02",10,6
"dev61","2009-02",17,0
"dev31","2009-02",8,1
"dev20","2009-02",32,16
"dev67","2009-02",1,1
"dev59","2009-02",1,0
"dev23","2009-02",6,0
"dev64","2009-02",10,3
"dev4","2009-03",52,22
"dev28","2009-03",9,1
"dev59","2009-03",25,7
"dev29","2009-03",33,11
"dev64","2009-03",8,3
"dev33","2009-03",12,6
"dev22","2009-03",52,12
"dev61","2009-03",15,2
"dev20","2009-03",43,8
"dev31","2009-03",2,3
"dev67","2009-03",1,0
"dev27","2009-03",9,0
"dev56","2009-03",1,1
"dev22","2009-04",7,9
"dev29","2009-04",38,6
"dev61","2009-04",2,0
"dev20","2009-04",21,9
"dev23","2009-04",12,3
"dev21","2009-04",5,7
"dev4","2009-04",29,26
"dev31","2009-04",1,0
"dev59","2009-04",2,2
"dev27","2009-04",5,6
"dev64","2009-04",4,0
"dev67","2009-04",1,0
"dev56","2009-04",1,0
"dev23","2009-05",8,1
"dev33","2009-05",2,1
"dev29","2009-05",29,11
"dev20","2009-05",15,6
"dev27","2009-05",17,4
"dev21","2009-05",19,1
"dev61","2009-05",5,0
"dev31","2009-05",1,0
"dev4","2009-05",10,12
"dev22","2009-05",25,30
"dev28","2009-05",11,2
"dev56","2009-05",3,4
"dev60","2009-05",3,0
"dev68","2009-05",0,3
"dev4","2009-06",20,12
"dev56","2009-06",71,10
"dev29","2009-06",58,17
"dev22","2009-06",30,21
"dev68","2009-06",2,1
"dev33","2009-06",42,11
"dev64","2009-06",3,0
"dev21","2009-06",168,23
"dev67","2009-06",4,2
"dev28","2009-06",1,0
"dev61","2009-06",27,1
"dev23","2009-06",12,5
"dev59","2009-06",5,2
"dev20","2009-06",11,10
"dev31","2009-06",2,1
"dev33","2009-07",16,6
"dev21","2009-07",38,8
"dev67","2009-07",0,1
"dev56","2009-07",37,17
"dev22","2009-07",14,12
"dev68","2009-07",2,3
"dev61","2009-07",2,0
"dev26","2009-07",9,0
"dev20","2009-07",33,11
"dev27","2009-07",17,6
"dev29","2009-07",4,0
"dev28","2009-07",3,0
"dev4","2009-07",8,3
"dev23","2009-07",3,1
"dev31","2009-07",2,0
"dev4","2009-08",22,6
"dev21","2009-08",143,15
"dev22","2009-08",10,4
"dev56","2009-08",23,10
"dev23","2009-08",24,4
"dev20","2009-08",72,16
"dev29","2009-08",14,11
"dev61","2009-08",45,8
"dev27","2009-08",53,21
"dev26","2009-08",6,0
"dev33","2009-08",64,25
"dev31","2009-08",1,0
"dev64","2009-08",28,9
"dev62","2009-08",1,0
"dev27","2009-09",32,8
"dev64","2009-09",18,10
"dev29","2009-09",3,3
"dev33","2009-09",25,8
"dev22","2009-09",38,21
"dev21","2009-09",35,22
"dev20","2009-09",17,8
"dev23","2009-09",42,2
"dev4","2009-09",35,5
"dev59","2009-09",19,3
"dev56","2009-09",1,0
"dev4","2009-10",108,50
"dev61","2009-10",7,2
"dev59","2009-10",39,15
"dev22","2009-10",44,22
"dev56","2009-10",1,0
"dev23","2009-10",20,3
"dev33","2009-10",6,2
"dev21","2009-10",29,6
"dev27","2009-10",39,10
"dev29","2009-10",8,2
"dev20","2009-10",2,0
"dev24","2009-10",16,1
"dev4","2009-11",66,33
"dev62","2009-11",1,0
"dev22","2009-11",17,10
"dev21","2009-11",39,5
"dev29","2009-11",7,10
"dev27","2009-11",69,13
"dev24","2009-11",34,24
"dev33","2009-11",2,3
"dev26","2009-11",1,0
"dev61","2009-11",1,0
"dev59","2009-11",1,0
"dev24","2009-12",9,4
"dev4","2009-12",26,26
"dev21","2009-12",26,11
"dev27","2009-12",0,3
"dev59","2009-12",4,4
"dev29","2009-12",4,2
"dev22","2009-12",4,7
"dev33","2009-12",5,1
"dev26","2009-12",2,1
"dev56","2009-12",4,1
"dev29","2010-01",10,12
"dev21","2010-01",46,8
"dev24","2010-01",129,26
"dev4","2010-01",72,23
"dev56","2010-01",2,4
"dev22","2010-01",11,9
"dev23","2010-01",83,15
"dev59","2010-01",9,10
"dev27","2010-01",23,4
"dev60","2010-01",19,3
"dev26","2010-01",0,1
"dev4","2010-02",38,11
"dev31","2010-02",7,1
"dev23","2010-02",46,16
"dev27","2010-02",65,16
"dev21","2010-02",33,6
"dev60","2010-02",20,7
"dev26","2010-02",21,3
"dev33","2010-02",3,3
"dev60","2009-12",5,1
"dev59","2010-02",12,6
"dev22","2010-02",2,0
"dev29","2010-02",6,6
"dev61","2010-02",1,0
"dev24","2010-03",136,13
"dev59","2010-03",0,2
"dev29","2010-03",5,6
"dev4","2010-03",25,27
"dev27","2010-03",25,12
"dev21","2010-03",88,21
"dev26","2010-03",2,1
"dev33","2010-03",8,6
"dev22","2010-03",25,9
"dev67","2010-03",1,2
"dev60","2010-03",2,2
"dev23","2010-03",2,1
"dev61","2010-03",2,1
"dev64","2010-03",0,2
"dev57","2010-03",1,0
"dev4","2010-04",19,12
"dev21","2010-04",15,2
"dev61","2010-04",2,1
"dev29","2010-04",0,2
"dev33","2010-04",6,1
"dev60","2010-04",8,2
"dev24","2010-04",16,4
"dev23","2010-04",45,9
"dev26","2010-04",1,2
"dev27","2010-04",9,6
"dev59","2010-04",0,1
"dev22","2010-04",6,3
"dev29","2010-05",6,2
"dev61","2010-05",3,4
"dev23","2010-05",2,1
"dev24","2010-05",51,18
"dev22","2010-05",1,1
"dev27","2010-05",1,3
"dev21","2010-05",12,4
"dev59","2010-05",1,3
"dev60","2010-05",14,4
"dev57","2010-04",3,0
"dev29","2010-06",9,3
"dev4","2010-06",3,0
"dev24","2010-06",116,25
"dev60","2010-06",0,2
"dev27","2010-06",4,1
"dev33","2010-06",1,1
"dev22","2010-06",8,0
"dev59","2010-06",0,1
"dev23","2010-06",6,0
"dev22","2010-07",13,4
"dev33","2010-07",2,0
"dev21","2010-07",16,8
"dev24","2010-07",4,6
"dev59","2010-07",10,9
"dev61","2010-07",1,0
"dev29","2010-07",6,2
"dev23","2010-07",1,0
"dev27","2010-07",15,7
"dev57","2010-06",2,1
"dev57","2010-07",5,1
"dev4","2010-07",1,0
"dev24","2010-08",23,12
"dev33","2010-08",1,0
"dev29","2010-08",8,6
"dev22","2010-08",6,2
"dev4","2010-08",8,8
"dev57","2010-08",5,4
"dev27","2010-08",10,5
"dev21","2010-08",1,1
"dev4","2010-09",8,11
"dev27","2010-09",11,2
"dev22","2010-09",3,0
"dev57","2010-09",1,1
"dev29","2010-09",3,0
"dev24","2010-09",3,0
"dev59","2010-09",1,0
"dev31","2010-09",5,1
"dev4","2010-10",14,14
"dev29","2010-10",3,7
"dev22","2010-10",1,2
"dev57","2010-10",15,6
"dev24","2010-10",148,20
"dev23","2010-10",1,2
"dev59","2010-10",1,10
"dev31","2010-10",109,16
"dev57","2010-11",65,40
"dev24","2010-11",105,34
"dev29","2010-11",7,7
"dev27","2010-11",6,3
"dev22","2010-11",1,0
"dev21","2010-11",2,0
"dev59","2010-11",0,3
"dev27","2010-12",34,18
"dev27","2011-01",8,1
"dev33","2010-11",2,0
"dev24","2010-12",71,16
"dev57","2010-12",15,11
"dev4","2010-12",8,1
"dev33","2010-12",23,11
"dev29","2010-12",3,2
"dev4","2011-01",8,12
"dev57","2011-01",30,20
"dev62","2011-01",1,0
"dev61","2011-01",1,1
"dev33","2011-01",1,0
"dev59","2011-01",2,2
"dev23","2011-01",4,5
"dev31","2011-01",2,0
"dev57","2011-02",12,20
"dev27","2011-02",1,2
"dev59","2011-02",8,7
"dev29","2011-02",0,1
"dev22","2011-02",0,1
"dev4","2011-02",0,1
"dev24","2011-02",35,11
"dev24","2011-01",1,0
"dev27","2011-03",11,4
"dev57","2011-03",21,9
"dev31","2011-03",2,1
"dev24","2011-03",6,8
"dev33","2011-03",0,1
"dev4","2011-03",1,1
"dev33","2011-04",1,1
"dev27","2011-04",2,0
"dev57","2011-04",10,10
"dev57","2011-05",8,15
"dev24","2011-05",4,8
"dev59","2011-05",1,2
"dev27","2011-05",2,3
"dev61","2011-05",9,1
"dev33","2011-05",1,0
"dev59","2011-06",37,20
"dev61","2011-06",20,1
"dev57","2011-06",13,5
"dev27","2011-06",26,10
"dev33","2011-06",7,4
"dev27","2011-07",11,6
"dev59","2011-07",3,5
"dev57","2011-07",12,4
"dev24","2011-07",1,7
"dev61","2011-07",1,0
"dev61","2011-08",2,0
"dev57","2011-08",4,1
"dev27","2011-08",1,3
"dev59","2011-08",4,1
"dev59","2011-09",1,1
"dev61","2011-09",1,1
"dev57","2011-09",2,0
"dev27","2011-10",14,8
"dev61","2011-10",39,6
"dev59","2011-10",1,0
"dev4","2011-10",3,0
"dev24","2011-10",0,1
"dev4","2011-11",4,1
"dev27","2011-11",12,14
"dev24","2011-11",13,8
"dev61","2011-11",23,6
"dev22","2011-11",2,1
"dev59","2011-11",0,1
"dev57","2011-11",1,0
"dev24","2011-12",11,6
"dev61","2011-12",11,0
"dev57","2011-12",0,1
"dev27","2011-12",6,0
"dev57","2012-01",7,8
"dev61","2012-01",3,1
"dev59","2012-01",2,0
"dev27","2012-01",2,1
"dev27","2012-02",3,3
"dev59","2012-02",0,1
"dev27","2012-03",1,0
"dev61","2012-03",1,0
"dev27","2012-04",9,3
"dev61","2012-04",3,0
